Ending Weight Token,Ending Weight USD,Sale Rate, Total Proceeds ,Unsold Tokens,Average Price,Min Price
0.04,0.96,0.02," $18,837.05 ",49000000,0.018837051,0.000276682
0.04,0.96,0.03," $28,676.19 ",48500000,0.019117462,0.000288161
0.04,0.96,0.04," $38,807.20 ",48000000,0.0194036,0.000300138
0.04,0.96,0.05," $49,239.03 ",47500000,0.01969561,0.000312636
0.04,0.96,0.06," $59,980.92 ",47000000,0.019993641,0.000325681
0.04,0.96,0.07," $71,042.45 ",46500000,0.020297844,0.000339299
0.04,0.96,0.08," $82,433.51 ",46000000,0.020608379,0.000353517
0.04,0.96,0.09," $94,164.33 ",45500000,0.020925407,0.000368365
0.04,0.96,0.1," $106,245.48 ",45000000,0.021249096,0.000383874
0.04,0.96,0.11," $118,687.91 ",44500000,0.02157962,0.000400077
0.04,0.96,0.12," $131,502.95 ",44000000,0.021917158,0.000417009
0.04,0.96,0.13," $144,702.31 ",43500000,0.022261893,0.000434705
0.04,0.96,0.14," $158,298.12 ",43000000,0.022614017,0.000453205
0.04,0.96,0.15," $172,302.94 ",42500000,0.022973725,0.00047255
0.04,0.96,0.16," $186,729.77 ",42000000,0.023341222,0.000492782
0.04,0.96,0.17," $201,592.09 ",41500000,0.023716716,0.000513949
0.04,0.96,0.18," $216,903.83 ",41000000,0.024100426,0.000536097
0.04,0.96,0.19," $232,679.46 ",40500000,0.024492574,0.00055928
0.04,0.96,0.2," $248,933.94 ",40000000,0.024893394,0.000583552
0.04,0.96,0.21," $265,682.81 ",39500000,0.025303125,0.00060897
0.04,0.96,0.22," $282,942.16 ",39000000,0.025722014,0.000635597
0.04,0.96,0.23," $300,728.68 ",38500000,0.02615032,0.000663497
0.04,0.96,0.24," $319,059.68 ",38000000,0.026588307,0.000692741
0.04,0.96,0.25," $337,953.14 ",37500000,0.027036251,0.000723403
0.04,0.96,0.26," $357,427.69 ",37000000,0.027494438,0.000755562
0.04,0.96,0.27," $377,502.68 ",36500000,0.027963162,0.000789301
0.04,0.96,0.28," $398,198.21 ",36000000,0.028442729,0.000824711
0.04,0.96,0.29," $419,535.15 ",35500000,0.028933459,0.000861886
0.04,0.96,0.3," $441,535.18 ",35000000,0.029435678,0.00090093
0.04,0.96,0.31," $464,220.83 ",34500000,0.029949731,0.00094195
0.04,0.96,0.32," $487,615.53 ",34000000,0.03047597,0.000985064
0.04,0.96,0.33," $511,743.63 ",33500000,0.031014765,0.001030396
0.04,0.96,0.34," $536,630.47 ",33000000,0.031566498,0.00107808
0.04,0.96,0.35," $562,302.43 ",32500000,0.032131567,0.001128258
0.04,0.96,0.36," $588,786.93 ",32000000,0.032710385,0.001181085
0.04,0.96,0.37," $616,112.56 ",31500000,0.033303381,0.001236724
0.04,0.96,0.38," $644,309.08 ",31000000,0.033911004,0.001295353
0.04,0.96,0.39," $673,407.51 ",30500000,0.034533718,0.001357162
0.04,0.96,0.4," $703,440.19 ",30000000,0.03517201,0.001422356
0.04,0.96,0.41," $734,440.85 ",29500000,0.035826383,0.001491156
0.04,0.96,0.42," $766,444.66 ",29000000,0.036497365,0.001563799
0.04,0.96,0.43," $799,488.36 ",28500000,0.037185505,0.001640544
0.04,0.96,0.44," $833,610.29 ",28000000,0.037891377,0.001721667
0.04,0.96,0.45," $868,850.53 ",27500000,0.038615579,0.001807471
0.04,0.96,0.46," $905,250.97 ",27000000,0.039358738,0.00189828
0.04,0.96,0.47," $942,855.40 ",26500000,0.040121506,0.001994448
0.04,0.96,0.48," $981,709.66 ",26000000,0.040904569,0.002096361
0.04,0.96,0.49," $1,021,861.74 ",25500000,0.041708642,0.002204435
0.04,0.96,0.5," $1,063,361.91 ",25000000,0.042534476,0.002319126
0.04,0.96,0.51," $1,106,262.86 ",24500000,0.043382857,0.002440931
