Ending Weight Token,Ending Weight USD,Sale Rate,Total Proceeds,Unsold Tokens,Average Price,Min Price
0.03,0.97,0.42,1037743.407,29000000,0.049416353,0.001456047
0.03,0.97,0.43,714746.9799,28500000,0.033244046,0.001123867
0.03,0.97,0.44,853372.7665,28000000,0.038789671,0.001300215
0.03,0.97,0.45,837141.1352,27500000,0.037206273,0.001305228
0.03,0.97,0.46,1048062.21,27000000,0.045567922,0.001575987
0.03,0.97,0.47,1034947.681,26500000,0.044040327,0.001590107
0.03,0.97,0.48,899541.2716,26000000,0.037480886,0.001456302
0.03,0.97,0.49,701045.7453,25500000,0.028614112,0.001239153
0.03,0.97,0.5,1526526.134,25000000,0.061061045,0.00230621
0.03,0.97,0.51,1571458.601,24500000,0.061625827,0.002411176
0.03,0.97,0.52,1512232.226,24000000,0.058162778,0.002383523
0.03,0.97,0.53,768632.2073,23500000,0.029004989,0.00143542
0.03,0.97,0.54,930387.1072,23000000,0.034458782,0.001688631
0.03,0.97,0.55,1592835.051,22500000,0.057921275,0.002655542
0.03,0.97,0.56,772034.07,22000000,0.027572645,0.001538194
0.03,0.97,0.57,1230584.216,21500000,0.043178394,0.002247224
0.03,0.97,0.58,1855045.562,21000000,0.063967088,0.00323942
0.03,0.97,0.59,1088563.804,20500000,0.036900468,0.002138182
0.03,0.97,0.6,1747865.629,20000000,0.058262188,0.003232264
0.03,0.97,0.61,2053979.508,19500000,0.06734359,0.003810714
0.03,0.97,0.62,1341152.668,19000000,0.043262989,0.002726696
0.03,0.97,0.63,2492206.765,18500000,0.079117675,0.004764533
0.03,0.97,0.64,1023336.455,18000000,0.031979264,0.002320842
0.03,0.97,0.65,1124124.66,17500000,0.034588451,0.002568984
0.03,0.97,0.66,1410010.712,17000000,0.042727597,0.003175448
0.03,0.97,0.67,1205090.289,16500000,0.035972844,0.002879637
0.03,0.97,0.68,3043598.046,16000000,0.08951759,0.006597167
0.03,0.97,0.69,1510830.996,15500000,0.043792203,0.003688197
0.03,0.97,0.7,1896870.679,15000000,0.054196305,0.004623661
0.03,0.97,0.71,1754827.126,14500000,0.04943175,0.004473889
0.03,0.97,0.72,2605474.432,14000000,0.07237429,0.006551978
0.03,0.97,0.73,1717841.125,13500000,0.04706414,0.004718919
0.03,0.97,0.74,1200757.737,13000000,0.032452912,0.00364471
0.03,0.97,0.75,2543454.596,12500000,0.067825456,0.007181892
0.03,0.97,0.76,5564813.635,12000000,0.146442464,0.015430608
0.03,0.97,0.77,2512871.099,11500000,0.065269379,0.007722718
0.03,0.97,0.78,3383696.59,11000000,0.086761451,0.010573486
